Book_Name,Category,Rating,Price
Barefoot Contessa Back to Basics,Food and Drink,1,28.01
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,5,50.62
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,2,11.53
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,5,20.10
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,1,38.77
Cravings: Recipes for What You Want to Eat,Food and Drink,3,20.50
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,4,12.34
32 Yolks,Food and Drink,2,53.63
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,5,11.38
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,Four,46.01
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,Two,28.25
The Barefoot Contessa Cookbook,Food and Drink,Five,59.92
Better Homes and Gardens New Cook Book,Food and Drink,Three,39.61
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,Five,11.05
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,Five,24.91
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,Two,13.66
The Smitten Kitchen Cookbook,Food and Drink,One,23.59
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,Three,34.32
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,Three,33.14
Redeeming Love,Christian Fiction,5,20.47
Close to You,Christian Fiction,4,49.46
Shadows of the Past (Logan Point #1),Christian Fiction,5,39.67
Like Never Before (Walker Family #2),Christian Fiction,2,28.77
Counted With the Stars (Out from Egypt #1),Christian Fiction,5,17.97
If I Run (If I Run #1),Christian Fiction,4,49.97
The Dirty Little Secrets of Getting Your Dream Job,Business,4,33.34
The Third Wave: An Entrepreneurâs Vision of the Future,Business,5,12.61
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,3,27.55
Shoe Dog: A Memoir by the Creator of NIKE,Business,2,23.99
Made to Stick: Why Some Ideas Survive and Others Die,Business,5,38.85
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,1,43.14
The Art of Startup Fundraising,Business,3,21.00
Born for This: How to Find the Work You Were Meant to Do,Business,5,21.59
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,1,36.91
"Rich Dad, Poor Dad",Business,1,51.74
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,3,33.92
Rework,Business,2,44.88
Louisa: The Extraordinary Life of Mrs. Adams,Biography,2,16.85
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,2,21.15
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,1,39.55
Benjamin Franklin: An American Life,Biography,3,48.19
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,3,42.57
In Her Wake,Thriller,1,12.84
The Elephant Tree,Thriller,5,23.82
Behind Closed Doors,Thriller,4,52.22
You (You #1),Thriller,5,43.61
The Guilty (Will Robie #4),Thriller,2,13.82
The 14th Colony (Cotton Malone #11),Thriller,1,39.24
Give It Back,Thriller,2,18.32
Killing Floor (Jack Reacher #1),Thriller,4,31.49
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,3,59.71
Far From True (Promise Falls Trilogy #2),Thriller,2,34.93
The Travelers,Thriller,1,15.77
When We Collided,Contemporary,1,31.77
Someone Like You (The Harrisons #2),Contemporary,5,52.79
We Are All Completely Beside Ourselves,Contemporary,1,24.04
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,5,17.66
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,5,32.24
Chasing Heaven: What Dying Taught Me About Living,Spirituality,2,37.80
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,1,20.91
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,2,46.33
A New Earth: Awakening to Your Life's Purpose,Spirituality,5,55.65
Logan Kade (Fallen Crest High #5.5),Academic,2,13.12
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,1,46.35
How to Be Miserable: 40 Strategies You Already Use,Self Help,1,46.03
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,3,52.15
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,3,12.08
How to Stop Worrying and Start Living,Self Help,5,46.49
All the Light We Cannot See,Historical,5,29.87
The Girl You Left Behind (The Girl You Left Behind #1),Historical,1,15.79
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,5,54.00
Crazy Love: Overwhelmed by a Relentless God,Christian,2,47.72
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,1,25.77
Silence in the Dark (Logan Point #4),Suspense,3,58.33
The Grownup,Short Stories,1,35.88
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,5,54.81
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,3,49.05
"Eat Fat, Get Thin",Health,2,54.07
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,5,49.71
The Art and Science of Low Carbohydrate Living,Health,5,52.98
Libertarianism for Beginners,Politics,2,51.33
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,4,52.65
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,1,56.86
Amid the Chaos,Cultural,1,36.58
Dark Notes,Erotica,5,19.19
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,1,10.97
